iter	Logloss
0	0.6882184851
1	0.6845321931
2	0.6815130461
3	0.6778944546
4	0.6741242667
5	0.6702263898
6	0.6683541859
7	0.6653353144
8	0.66161228
9	0.6585319877
10	0.6553890077
11	0.6526820875
12	0.6490941237
13	0.6466231914
14	0.6437527212
15	0.6413610025
16	0.6384303785
17	0.6363477466
18	0.6330032073
19	0.6304973506
20	0.6273900111
21	0.6250939765
22	0.6231215164
23	0.6204546436
24	0.6177426004
25	0.6152968424
26	0.6131037633
27	0.610192144
28	0.607832375
29	0.605777892
30	0.6035596937
31	0.6011639537
32	0.5989613447
33	0.5966560557
34	0.5950132294
35	0.5927615389
36	0.5910876994
37	0.5898584028
38	0.5877107696
39	0.5857120335
40	0.5839460903
41	0.5818464369
42	0.5800560906
43	0.5782028363
44	0.5765924006
45	0.57452982
46	0.5727494994
47	0.571148924
48	0.5691089286
49	0.5667157776
50	0.5651423595
51	0.5634886263
52	0.5623980911
53	0.5605210397
54	0.5583599655
55	0.5568361799
56	0.5552180321
57	0.5540780849
58	0.5528079697
59	0.5512074495
60	0.5495370803
61	0.5478093116
62	0.5465009669
63	0.5450650983
64	0.5438115089
65	0.542241396
66	0.5408202905
67	0.5394482664
68	0.5385094378
69	0.5372387717
70	0.5361226767
71	0.5347970901
72	0.5331836246
73	0.5317360778
74	0.5306446062
75	0.5295307697
76	0.5281999498
77	0.5270954228
78	0.5257660904
79	0.5241889265
80	0.5229836474
81	0.5216848876
82	0.5203765428
83	0.5194237224
84	0.5184471599
85	0.5170922675
86	0.5157152307
87	0.5144900656
88	0.5136358488
89	0.512551318
90	0.5112192312
91	0.5102696057
92	0.5089359215
93	0.50796966
94	0.5067619021
95	0.5055415846
96	0.5040398333
97	0.5029793199
98	0.5020501863
99	0.5010045461
100	0.4999239815
101	0.4988323997
102	0.4974872024
103	0.4964266891
104	0.4951095856
105	0.4943091878
106	0.4931488037
107	0.4921919069
108	0.4914608071
109	0.4906545701
110	0.4892131379
111	0.4880765509
112	0.4869870072
113	0.4862998659
114	0.4850935953
115	0.484069053
116	0.4831507714
117	0.482375052
118	0.4815384627
119	0.4804158676
120	0.4794892679
121	0.4786493735
122	0.4779771054
123	0.4773335922
124	0.4764382263
125	0.4753914843
126	0.4743460094
127	0.4731997273
128	0.4724725937
129	0.4719464684
130	0.4711356043
131	0.4701608596
132	0.4690389805
133	0.4683242963
134	0.467397256
135	0.4667230599
136	0.466140692
137	0.465214478
138	0.4644502165
139	0.463642382
140	0.4629073711
141	0.4623922079
142	0.4615816192
143	0.4605530556
144	0.4598329455
145	0.4589655907
146	0.4581566821
147	0.4572712041
148	0.4566345766
149	0.4561030254
150	0.4553615419
151	0.4547429274
152	0.4538513624
153	0.4529481192
154	0.4522836733
155	0.4517552345
156	0.4510847291
157	0.4501881238
158	0.4491964402
159	0.4484303333
160	0.4478435034
161	0.4469753775
162	0.4459772764
163	0.4453822387
164	0.4445561158
165	0.4437582243
166	0.442778219
167	0.4418345427
168	0.4411108795
169	0.4405521159
170	0.4399700785
171	0.4393947615
172	0.4386536085
173	0.437761052
174	0.43707986
175	0.4364264863
176	0.4357562013
177	0.4351762572
178	0.4345502337
179	0.4338890654
180	0.4332001614
