iter	Logloss
181	0.4325724027
182	0.4317344363
183	0.4313046562
184	0.4306651091
185	0.4300417022
186	0.4294967927
187	0.4289753773
188	0.4285374996
189	0.4278535533
190	0.4269769992
191	0.4261513445
192	0.4255474104
193	0.4250032721
194	0.4243445
195	0.4239407756
196	0.4233754843
197	0.4229799401
198	0.4222132824
199	0.4216155455
200	0.4208424152
201	0.4204084486
202	0.4203633883
203	0.4195126971
204	0.4190352127
205	0.4183846484
206	0.4180003142
207	0.4173765217
208	0.4167892511
209	0.4160917537
210	0.4152752157
211	0.4147466666
212	0.4142356349
213	0.4137349318
214	0.413242106
215	0.4129651066
216	0.4123198582
217	0.4115092143
218	0.4112988413
219	0.4106639766
220	0.4102472519
221	0.4095332838
222	0.4090079848
223	0.4085760013
224	0.4080630141
225	0.4076124942
226	0.407063343
227	0.406695149
228	0.4058585322
229	0.4054826537
230	0.4045414563
231	0.4040346662
232	0.4034901423
233	0.4030107849
234	0.4023136731
235	0.4016082984
236	0.4010830545
237	0.4003344374
238	0.3996197256
239	0.3990649833
240	0.3986157028
241	0.3980005588
242	0.3974678232
243	0.3973118476
244	0.3967645418
245	0.3960110771
246	0.3956779728
247	0.3953764878
248	0.3948161542
249	0.3941139194
250	0.3936352781
251	0.3932805802
252	0.3925486816
253	0.391993168
254	0.3916286097
255	0.3912327074
256	0.3907353921
257	0.390072103
258	0.3895004217
259	0.3889915935
260	0.3885721145
261	0.3878920242
262	0.3873883189
263	0.3867416382
264	0.3861389436
265	0.385465436
266	0.3848883563
267	0.3845278468
268	0.3841710831
269	0.3839302476
270	0.3834696746
271	0.3829637658
272	0.3823530562
273	0.3816127846
274	0.3813165878
275	0.3807668858
276	0.3804013634
277	0.3800602992
278	0.3796061712
279	0.3793957982
280	0.3787336935
281	0.378242713
282	0.3775192701
283	0.3771187132
284	0.3766370973
285	0.3761761937
286	0.3756852133
287	0.3749651857
288	0.3743198822
289	0.3739621269
290	0.3735528388
291	0.3730388325
292	0.3727376229
293	0.372148865
294	0.3717642278
295	0.3713106231
296	0.37065276
297	0.3702794705
298	0.3697405102
299	0.3695295589
300	0.3689202264
301	0.3686975693
302	0.3681825714
303	0.3675923812
304	0.3672152908
305	0.3667143674
306	0.3663302535
307	0.365889594
308	0.3654758715
309	0.3650514899
310	0.3646119872
311	0.364194629
312	0.363965637
313	0.3637736076
314	0.3634216088
315	0.3628158018
316	0.3624711846
317	0.3619199126
318	0.3614318517
319	0.3611378033
320	0.3608590687
321	0.3606705098
322	0.3603540414
323	0.3600349839
324	0.3596934239
325	0.3593321707
326	0.3590893246
327	0.3587913651
328	0.3583342624
329	0.3577237732
330	0.35740904
331	0.3570052605
332	0.356662406
333	0.3563403188
334	0.3557918838
335	0.3550455803
336	0.3545907637
337	0.3541290614
338	0.3537236293
339	0.3532858618
340	0.3528949724
341	0.3527874723
342	0.3521143504
343	0.3518940068
344	0.3515320375
345	0.3511018443
346	0.3508270759
347	0.3504270423
348	0.3502165591
349	0.3498895418
350	0.3494552447
351	0.3491066888
352	0.3488819109
353	0.3485819131
354	0.3480944582
355	0.3475784412
356	0.3472212368
357	0.3467253262
358	0.3461624311
359	0.3455884087
360	0.3449784702
361	0.3448546096
362	0.3443791358
363	0.3438998887
364	0.3435200991
365	0.3431560089
366	0.3427480154
367	0.3423586959
368	0.3418519333
369	0.341483216
370	0.3409660147
371	0.3404896595
372	0.3400983019
373	0.339933237
374	0.3396582483
375	0.3390954909
376	0.3387639566
377	0.3385194303
378	0.3379782116
379	0.3377066382
380	0.3371501055
381	0.3364629918
382	0.3360699265
383	0.3357044041
384	0.3353770012
385	0.3347846076
386	0.3344540648
387	0.3341885784
388	0.3335528047
389	0.3331066366
390	0.3326494238
391	0.3324736447
392	0.3321860964
393	0.3316029022
394	0.3311248669
395	0.3306208311
396	0.3301709998
397	0.3296668814
398	0.3293808479
399	0.3289277941
400	0.3284361251
401	0.3282035525
402	0.3277647934
403	0.3274685691
404	0.3269766797
405	0.3265040429
406	0.325987117
407	0.3257464467
408	0.325470797
409	0.3251019419
410	0.3246993468
411	0.3244962451
412	0.3239447253
413	0.3235925337
414	0.3232568954
415	0.3229445034
416	0.3225134013
417	0.3220805364
418	0.3215774922
419	0.3214469662
420	0.3210543966
421	0.3205780415
422	0.3203273456
423	0.3201326446
424	0.3198537723
425	0.3195438041
426	0.3190936973
427	0.3188734915
428	0.3185118527
429	0.3182844857
430	0.3178908696
431	0.3174991814
432	0.3170463479
433	0.3168099744
434	0.3162640458
435	0.3160221362
436	0.3158475139
437	0.315577841
438	0.3150981531
439	0.3146730278
440	0.3141744455
441	0.313807243
442	0.3134967239
443	0.3131815776
444	0.3129107479
445	0.3125924892
446	0.3122074664
447	0.3118131066
448	0.3114643579
449	0.3111914349
450	0.3108982678
451	0.3103433878
452	0.3101346123
453	0.3097471382
454	0.3092452507
455	0.308806409
456	0.3083342404
457	0.3079516965
458	0.3076179587
459	0.307324406
460	0.3069446164
461	0.3065911303
462	0.3061651512
463	0.3060178516
464	0.3057057901
465	0.3054875673
466	0.3052399288
467	0.3049378102
468	0.304759635
469	0.3044293676
470	0.304162807
471	0.303811001
472	0.3034460846
473	0.3030363283
474	0.3027926559
475	0.3023419983
476	0.3018380726
477	0.3015366427
478	0.3012624252
479	0.3011034749
480	0.3007095282
481	0.3004401582
482	0.3001577605
483	0.2997418345
484	0.2994554706
485	0.2990739733
486	0.2988671258
487	0.2985574881
488	0.2980372019
489	0.2977516918
490	0.2973583786
491	0.2971526879
492	0.2968722457
493	0.2964036301
494	0.2960612438
495	0.2957747146
496	0.2955724117
497	0.295144422
498	0.2949487018
499	0.2946420387
500	0.2944441427
501	0.294159211
502	0.2938716627
503	0.2936841228
504	0.2934271747
505	0.2931364039
506	0.2927763626
507	0.2925928164
508	0.292293948
509	0.2920454831
510	0.2917244426
511	0.291184298
512	0.2909499626
513	0.2906467149
514	0.2903403823
515	0.2898445818
516	0.2895558492
517	0.2892368468
518	0.2889524935
519	0.2885884309
520	0.2883711722
521	0.2882029399
522	0.2878974336
523	0.2877080759
524	0.2873953258
525	0.2871195108
526	0.2866350029
527	0.2864947818
528	0.2860862374
529	0.2859004052
530	0.2855548514
531	0.2852398979
532	0.2850556907
533	0.2847141307
534	0.2844178513
535	0.2840038534
536	0.2836662871
537	0.2834484775
538	0.2832251043
539	0.2828350962
540	0.2825664148
541	0.2823304545
542	0.2820253889
543	0.2818068632
544	0.2817232153
545	0.2815420103
546	0.2812880919
547	0.2810166011
548	0.2805440744
549	0.2803159913
550	0.2801090061
551	0.2798419498
552	0.2795237737
553	0.2792695524
554	0.2789463085
555	0.2786795551
556	0.2783806315
557	0.2781228021
558	0.2778616675
559	0.2776993294
560	0.2773224868
561	0.2768430469
562	0.2766380999
563	0.2764313626
564	0.2760238372
565	0.2758758214
566	0.2756224815
567	0.2753343823
568	0.2750970173
569	0.274830374
570	0.2745511713
571	0.2742705638
572	0.2739534894
573	0.2737594494
574	0.2733708185
575	0.273011934
576	0.2726878638
577	0.2724450728
578	0.2721454056
579	0.2718212802
580	0.271582538
581	0.2711362047
582	0.2708800829
583	0.2705578856
584	0.2702975221
585	0.2701108086
586	0.2699124994
587	0.2696450574
588	0.2695412756
589	0.2691618441
590	0.2687337717
591	0.2683906968
592	0.2680648638
593	0.2677039962
594	0.2673304864
595	0.2670203254
596	0.2668991089
597	0.2665953103
598	0.2662693671
599	0.2659862808
600	0.2655833826
601	0.2651988005
602	0.2649065699
603	0.2645707664
604	0.2643041783
605	0.2639878476
606	0.2637063863
607	0.2634380905
608	0.2631951067
609	0.2627929798
610	0.2626159888
611	0.2622471889
612	0.2619188219
613	0.2615854422
614	0.2613815693
615	0.2609906799
616	0.2607649931
617	0.2604912162
618	0.2601691291
619	0.2598466563
620	0.2594694282
621	0.2592425295
622	0.2587558457
623	0.2584721534
624	0.2582510112
625	0.2579469646
626	0.257763749
627	0.2575312315
628	0.2572748618
629	0.2569961272
630	0.2568206512
631	0.2563754195
632	0.2560775151
633	0.2557181073
634	0.2554125734
635	0.2550834904
636	0.2549178471
637	0.2546255614
638	0.2545096607
639	0.2541848468
640	0.2539506217
641	0.2537571876
642	0.2534201722
643	0.2531299522
644	0.2527957737
645	0.252618287
646	0.2523666547
647	0.2520282071
648	0.2517184867
649	0.2513204912
650	0.2512280295
651	0.2510361103
652	0.2506984063
653	0.2504087097
654	0.2501261742
655	0.249745999
656	0.2496513615
657	0.2493846081
658	0.2491179649
659	0.248930122
660	0.2486132405
661	0.2482641888
662	0.2478296438
663	0.2475358157
664	0.2473495704
665	0.2471385639
666	0.2470250594
667	0.2468352335
668	0.2465856394
669	0.2463050594
670	0.2460424926
671	0.2456831398
672	0.2452365586
673	0.2449695849
674	0.2447110118
675	0.2444492987
676	0.2441148448
677	0.2438640939
678	0.2435580367
679	0.2432992433
680	0.2429745671
681	0.24267019
682	0.2424442277
683	0.2420999685
684	0.2419105282
685	0.2416873753
686	0.241406272
687	0.2412476247
688	0.241038739
689	0.2406774307
690	0.2404771385
691	0.2402289766
692	0.2399419791
693	0.2396118495
694	0.2394316635
695	0.239303038
696	0.2389843662
697	0.2387663363
698	0.2385982692
699	0.238390623
700	0.2380887799
701	0.2377256538
702	0.2374548792
703	0.2372510614
704	0.2370599409
705	0.2367882023
706	0.2364118831
707	0.2361505832
708	0.2358125212
709	0.2355374773
710	0.2353343482
711	0.2351513253
712	0.2348221872
713	0.2345089689
714	0.2341472199
715	0.2337869582
716	0.2335860325
717	0.2333064441
718	0.2329933359
719	0.2326848275
720	0.232312199
721	0.2320373755
722	0.2319146993
723	0.2316374521
724	0.2313892351
725	0.2311233355
726	0.2308663461
727	0.2306029943
728	0.2303513207
729	0.2298570764
730	0.2295880507
731	0.229180787
732	0.2289555408
733	0.2286570305
734	0.2283639736
735	0.2280396141
736	0.2276694783
737	0.2274877362
738	0.2271710888
739	0.2268923818
740	0.2266703719
741	0.2264230363
742	0.226198038
743	0.2260353006
744	0.22583045
745	0.2255716565
746	0.225356312
747	0.2251515027
748	0.2248292365
749	0.2245876574
750	0.2244809423
751	0.2242298057
752	0.2240578552
753	0.2237947925
754	0.2234959241
755	0.2232506817
756	0.2231367641
757	0.2229675679
758	0.2225843216
759	0.2221255526
760	0.221918774
761	0.2217440967
762	0.2215614732
763	0.2212649184
764	0.221012143
765	0.2208694017
766	0.2207054661
767	0.2205054631
768	0.2202365751
769	0.2199506932
770	0.2196377641
771	0.2193618802
772	0.2191728117
773	0.2188973823
774	0.2186772316
775	0.2183403263
776	0.2180208695
777	0.2175631747
778	0.217386473
779	0.2171290979
780	0.2169383355
781	0.2166676298
782	0.2164549294
783	0.2161712784
784	0.2159270689
785	0.21576418
786	0.2155399942
787	0.2153074767
788	0.2151021166
789	0.2148814563
790	0.2146995076
791	0.2145287138
792	0.2144335254
793	0.2141745254
794	0.2139345024
795	0.2135968811
796	0.2134939256
797	0.213140109
798	0.2127596032
799	0.2126743165
800	0.2123279365
801	0.2120350724
802	0.2117914138
803	0.2114142408
804	0.2111501177
805	0.2110001877
806	0.2107944833
807	0.2104703304
808	0.2100404953
809	0.2099376775
810	0.2096802198
811	0.2094048868
812	0.2091157824
813	0.2089300741
814	0.208620698
815	0.2083662563
816	0.2081849412
817	0.2079573538
818	0.2079096632
819	0.2076215228
820	0.2073272264
821	0.2071358305
822	0.2069540196
823	0.2067022771
824	0.2064320258
825	0.2061698721
826	0.2059137227
827	0.2056149645
828	0.2054677888
829	0.2050758114
830	0.2049221218
831	0.2045921849
832	0.2043185182
833	0.2040198977
834	0.2036672379
835	0.2035187952
836	0.2031283052
837	0.2028982941
838	0.2026407676
839	0.2024864032
840	0.2022898705
841	0.2020576835
842	0.2018208969
843	0.2014665018
844	0.2012989306
845	0.2009828616
846	0.2006916363
847	0.2004568327
848	0.2001770515
849	0.199960385
850	0.1998310709
851	0.199707527
852	0.1994024752
853	0.1991621493
854	0.1987375197
855	0.1983748618
856	0.1980510119
857	0.1977172741
858	0.1974953469
859	0.1974399718
860	0.197209162
861	0.1970275163
862	0.1968411332
863	0.1964994768
864	0.1962481337
865	0.1960777531
866	0.1958435004
867	0.1956410322
868	0.19538385
869	0.1952321572
870	0.1950822548
871	0.1949364838
872	0.1946470763
873	0.1945397966
874	0.1942337256
875	0.1939486838
876	0.1936752512
877	0.1934227238
878	0.1931817919
879	0.1929451567
880	0.1926895031
881	0.1924335879
882	0.1923035715
883	0.1920700349
884	0.1918336751
885	0.1916822716
886	0.1914715405
887	0.1912401661
888	0.1910175503
889	0.1907960362
890	0.1906008531
891	0.1902777606
892	0.1900257978
893	0.1897912697
894	0.1895975877
895	0.1892958686
896	0.1889839586
897	0.1887865858
898	0.1886014697
899	0.1882940217
900	0.1881368754
901	0.1879302758
902	0.1877354233
903	0.1875273915
904	0.187350249
905	0.1870348961
906	0.1868378402
907	0.1865906698
908	0.1863218094
909	0.1861069745
910	0.1858864795
911	0.1856915581
912	0.1855028614
913	0.1852900233
914	0.1851036815
915	0.1848931158
916	0.1846274916
917	0.1845114808
918	0.1843448047
919	0.1841318564
920	0.1839837856
921	0.1837778746
922	0.1835244244
923	0.1833647855
924	0.1831997207
925	0.1830467472
926	0.182839762
927	0.1826212639
928	0.1823532022
929	0.1822535105
930	0.1819627672
931	0.1817271374
932	0.1815189816
933	0.1813910171
934	0.1810675115
935	0.1808858658
936	0.1806867303
937	0.1805647564
938	0.1803997467
939	0.1801833831
940	0.1799769763
941	0.1797235262
942	0.1794829386
943	0.1794576817
944	0.1792710783
945	0.1791267533
946	0.1788890439
947	0.178735313
948	0.1786268489
949	0.1784606961
950	0.1782983993
951	0.1781036983
952	0.1778472735
953	0.1775645728
954	0.1772787597
955	0.1770939465
956	0.1769727989
957	0.1769399677
958	0.1767568898
959	0.1765139198
960	0.1764548815
961	0.1762607864
962	0.1761041221
963	0.1759507493
964	0.1757565164
965	0.1756232912
966	0.1754539986
967	0.1752800373
968	0.1750331562
969	0.1747949924
970	0.1746556802
971	0.1743795622
972	0.1741765019
973	0.1739254067
974	0.1737159701
975	0.1735173305
976	0.1733078664
977	0.173181279
978	0.1730502573
979	0.1729010021
980	0.1727135448
981	0.1725006654
982	0.1723738577
983	0.1721750941
984	0.1719310086
985	0.1717425185
986	0.1715459307
987	0.1712703774
988	0.1711563909
989	0.1709712886
990	0.1708724645
991	0.1706284341
992	0.1704605598
993	0.1702491678
994	0.1700579922
995	0.169827086
996	0.1695939212
997	0.169414534
998	0.1691860103
999	0.1690776012
