iter	Passed	Remaining
666	1975	986
667	1978	983
668	1980	980
669	1983	977
670	1986	974
671	1989	971
672	1992	968
673	1995	965
674	1998	962
675	2000	958
676	2005	956
677	2008	953
678	2011	950
679	2013	947
680	2016	944
681	2019	941
682	2022	938
683	2025	935
684	2027	932
685	2030	929
686	2033	926
687	2036	923
688	2038	920
689	2041	917
690	2044	914
691	2047	911
692	2050	908
693	2053	905
694	2056	902
695	2058	899
696	2061	896
697	2064	893
698	2067	890
699	2072	888
700	2076	885
701	2079	882
702	2082	879
703	2085	876
704	2088	873
705	2090	870
706	2093	867
707	2096	864
708	2098	861
709	2101	858
710	2104	855
711	2107	852
712	2109	849
713	2112	846
714	2115	843
715	2119	840
716	2122	837
717	2124	834
718	2128	831
719	2131	828
720	2134	825
721	2137	822
722	2139	819
723	2142	816
724	2145	813
725	2148	810
726	2151	807
727	2154	804
728	2157	801
729	2159	798
730	2162	795
731	2165	792
732	2168	789
733	2171	786
734	2174	783
735	2179	781
736	2181	778
737	2184	775
738	2187	772
739	2189	769
740	2193	766
741	2196	763
742	2199	760
743	2201	757
744	2204	754
745	2208	751
746	2210	748
747	2213	745
748	2216	742
749	2219	739
750	2222	736
751	2225	733
752	2228	730
753	2230	727
754	2233	724
755	2236	721
756	2238	718
757	2242	715
758	2245	712
759	2248	709
760	2250	706
761	2253	703
762	2256	700
763	2259	698
764	2262	694
765	2265	691
766	2267	688
767	2270	685
768	2274	683
769	2276	680
770	2279	677
771	2282	674
772	2285	671
773	2288	668
774	2291	665
775	2293	662
776	2296	659
777	2299	656
778	2302	653
779	2305	650
780	2308	647
781	2310	644
782	2313	641
783	2316	638
784	2319	635
785	2323	632
786	2326	629
787	2329	626
788	2331	623
789	2334	620
790	2337	617
791	2340	614
792	2343	611
793	2345	608
794	2348	605
795	2351	602
796	2354	599
797	2357	596
798	2360	593
799	2362	590
800	2365	587
801	2368	584
802	2371	581
803	2374	578
804	2377	575
805	2380	572
806	2382	569
807	2386	567
808	2389	564
809	2392	561
810	2395	558
811	2398	555
812	2400	552
813	2404	549
814	2406	546
815	2409	543
816	2412	540
817	2415	537
818	2417	534
819	2421	531
820	2424	528
821	2428	525
822	2431	523
823	2436	520
824	2440	517
825	2443	514
826	2446	511
827	2448	508
828	2453	506
829	2457	503
830	2460	500
831	2463	497
832	2466	494
833	2469	491
834	2472	488
835	2474	485
836	2477	482
837	2480	479
838	2483	476
839	2486	473
840	2489	470
841	2492	467
842	2495	464
843	2497	461
844	2501	458
845	2504	455
846	2507	452
847	2510	449
848	2512	446
849	2516	444
850	2519	441
851	2522	438
852	2524	435
853	2527	432
854	2530	429
855	2533	426
856	2536	423
857	2539	420
858	2542	417
859	2544	414
860	2547	411
861	2550	408
862	2553	405
863	2556	402
864	2558	399
865	2561	396
866	2565	393
867	2568	390
868	2570	387
869	2573	384
870	2576	381
871	2578	378
872	2583	375
873	2586	372
874	2588	369
875	2591	366
876	2594	363
877	2598	361
878	2601	358
879	2604	355
880	2606	352
881	2609	349
882	2613	346
883	2616	343
884	2619	340
885	2621	337
886	2624	334
887	2627	331
888	2630	328
889	2633	325
890	2636	322
891	2639	319
892	2642	316
893	2645	313
894	2648	310
895	2651	307
896	2653	304
897	2657	301
898	2660	298
899	2663	295
900	2666	292
901	2669	290
902	2672	287
903	2675	284
904	2678	281
905	2681	278
906	2684	275
907	2687	272
908	2689	269
909	2692	266
910	2696	263
911	2699	260
912	2702	257
913	2704	254
914	2707	251
915	2712	248
916	2714	245
917	2717	242
918	2720	239
919	2723	236
920	2726	233
921	2729	230
922	2731	227
923	2734	224
924	2737	221
925	2740	218
926	2743	216
927	2745	213
928	2748	210
929	2751	207
930	2754	204
931	2757	201
932	2760	198
933	2763	195
934	2766	192
935	2768	189
936	2771	186
937	2775	183
938	2778	180
939	2781	177
940	2783	174
941	2786	171
942	2789	168
943	2793	165
944	2796	162
945	2798	159
946	2801	156
947	2804	153
948	2807	150
949	2810	147
950	2813	144
951	2815	141
952	2818	139
953	2821	136
954	2824	133
955	2827	130
956	2830	127
957	2833	124
958	2836	121
959	2840	118
960	2844	115
961	2847	112
962	2850	109
963	2853	106
964	2856	103
965	2859	100
966	2861	97
967	2864	94
968	2867	91
969	2870	88
970	2873	85
971	2875	82
972	2878	79
973	2881	76
974	2884	73
975	2888	71
976	2891	68
977	2894	65
978	2896	62
979	2899	59
980	2902	56
981	2905	53
982	2908	50
983	2911	47
984	2914	44
985	2916	41
986	2920	38
987	2923	35
988	2925	32
989	2928	29
990	2931	26
991	2934	23
992	2936	20
993	2939	17
994	2942	14
995	2945	11
996	2948	8
997	2951	5
998	2954	2
999	2957	0
