iter	Logloss
504	0.3124847005
505	0.3122611648
506	0.3119697327
507	0.3118284758
508	0.3116309424
509	0.3114099711
510	0.3113537001
511	0.3110868458
512	0.3107848991
513	0.3105945798
514	0.3105156397
515	0.3104949814
516	0.310290926
517	0.3101752214
518	0.3099763666
519	0.3096973434
520	0.3093862534
521	0.3090820285
522	0.3089761949
523	0.3088175402
524	0.3084246877
525	0.3082820679
526	0.3078433949
527	0.3076925175
528	0.3074183806
529	0.3071167027
530	0.3069166195
531	0.3067333876
532	0.3063768696
533	0.3060550396
534	0.3056873145
535	0.3055638094
536	0.3054468186
537	0.3052100192
538	0.3049291237
539	0.3046693329
540	0.3044530346
541	0.3041167286
542	0.303713517
543	0.3035791582
544	0.303416213
545	0.3031549655
546	0.3029683976
547	0.3027985309
548	0.3027248282
549	0.3024157389
550	0.3020629588
551	0.3018780137
552	0.3017560119
553	0.3016268252
554	0.301542154
555	0.3014773334
556	0.3013382626
557	0.3012311958
558	0.3010706443
559	0.3007600818
560	0.3005368212
561	0.3004868309
562	0.3003481495
563	0.3000007352
564	0.299900389
565	0.2997875266
566	0.2994155501
567	0.2991834882
568	0.2989570095
569	0.2988152171
570	0.2985127751
571	0.2982402077
572	0.2981790166
573	0.2980561605
574	0.2977286709
575	0.2975925983
576	0.2973339353
577	0.2971755475
578	0.2968342343
579	0.2966464063
580	0.2965394042
581	0.2962853525
582	0.2961564852
583	0.2959107761
584	0.2957121488
585	0.2956451027
586	0.2954576166
587	0.2952700313
588	0.2949841765
589	0.2946458026
590	0.2945629133
591	0.2943948435
592	0.2940640043
593	0.2938538857
594	0.2936712539
595	0.2936348025
596	0.293546868
597	0.2934713584
598	0.2932959578
599	0.2931596062
600	0.2930837202
601	0.2928556832
602	0.2926271513
603	0.2924068741
604	0.2921138513
605	0.2920097387
606	0.2918023021
607	0.2915674971
608	0.2913449189
609	0.2911296207
610	0.290898418
611	0.2907164657
612	0.2905717048
613	0.2904527976
614	0.2902485097
615	0.2899975571
616	0.2897472636
617	0.2893830611
618	0.2893206897
619	0.289039056
620	0.2888998213
621	0.288592083
622	0.2885087226
623	0.2882425955
624	0.2880151314
625	0.2878864453
626	0.2875797117
627	0.2873906465
628	0.2872956417
629	0.2870346432
630	0.2868863813
631	0.2866702161
632	0.2864617078
633	0.2863364149
634	0.2861779469
635	0.2859014589
636	0.2857230339
637	0.2854522336
638	0.2851823884
639	0.2850771491
640	0.2849114195
641	0.2847280602
642	0.2845875315
643	0.2845511596
644	0.2842194418
645	0.2840599407
646	0.2838654428
647	0.2836434873
648	0.2834100898
649	0.2831848648
650	0.2830888272
651	0.2828649887
652	0.2825989072
653	0.2824200094
654	0.2823191402
655	0.2821637205
656	0.2817291818
657	0.2815850158
658	0.2814652381
659	0.2812788375
660	0.2811100897
661	0.2809302302
662	0.2807543691
663	0.2804023216
664	0.2800084412
665	0.2798735115
666	0.279643588
667	0.2794849363
668	0.2793124686
669	0.2791441658
670	0.2787881235
671	0.2786188407
672	0.2785044651
673	0.2783436343
674	0.2782770697
675	0.2779799259
676	0.2777347605
677	0.2774845925
678	0.2773290311
679	0.2771660402
680	0.276917559
681	0.2766747652
682	0.276242705
683	0.2761125743
684	0.2758692206
685	0.2754402587
686	0.2752179902
687	0.2749682474
688	0.2749187954
689	0.2747638644
690	0.274382394
691	0.2741343364
692	0.2738962752
693	0.2736044342
694	0.2733249955
695	0.2732166286
696	0.2729664363
697	0.2727747674
698	0.2727373873
699	0.2724813344
700	0.2722326676
701	0.2720635618
702	0.2719657337
703	0.2718117483
704	0.2716432316
705	0.2715904929
706	0.271535303
707	0.2714057391
708	0.2712277078
709	0.2709970693
710	0.2705475226
711	0.2703140024
712	0.2699394616
713	0.269792119
714	0.2694294896
715	0.2690948424
716	0.2689338872
717	0.2687395339
718	0.2685443167
719	0.2684455826
720	0.2681636928
721	0.2679721242
722	0.2677535389
723	0.2675549714
724	0.267254828
725	0.2670331659
726	0.2668563244
727	0.2666041415
728	0.2664321759
729	0.266215481
730	0.2660197132
731	0.2659448387
732	0.2658152238
733	0.2655373598
734	0.2653517743
735	0.2651472584
736	0.2650425024
737	0.2647834555
738	0.2645556694
739	0.2644581584
740	0.2641488527
741	0.2641072446
742	0.2640438751
743	0.2638148532
744	0.2635816805
745	0.2632663081
746	0.2631240667
747	0.2630267654
748	0.2627372935
749	0.2625126115
750	0.2622768923
751	0.261904824
752	0.2617206788
753	0.261578148
754	0.2614285963
755	0.2613079044
756	0.2610080683
757	0.260825
758	0.2605643752
759	0.2602985276
760	0.260104457
761	0.2598916865
762	0.2597075077
763	0.2593634232
764	0.2591428281
765	0.2589154199
766	0.2587085494
767	0.2585031067
768	0.2581711954
769	0.2579446262
770	0.2577049821
771	0.2575628325
772	0.257359601
773	0.2571372828
774	0.2569311274
775	0.256832846
776	0.2565419174
777	0.2564154022
778	0.2561935436
779	0.25601324
780	0.2558383061
781	0.2557735134
782	0.2556628841
783	0.2555990244
784	0.2554138121
785	0.2552403298
786	0.2550594869
787	0.255004392
788	0.2548154485
789	0.2544377042
790	0.2543105609
791	0.2541442284
792	0.254055618
793	0.2538619631
794	0.2537313392
795	0.2534773673
796	0.2533069663
797	0.25300988
798	0.2526451937
799	0.2524737773
800	0.2521450687
801	0.2519310403
802	0.2517912722
803	0.251612493
804	0.2515940203
805	0.2512665951
806	0.2510279901
807	0.250854894
808	0.2507709869
809	0.2507198172
810	0.2503921975
811	0.2502773769
812	0.2501751147
813	0.2501043065
814	0.2498865606
815	0.2496776272
816	0.2493670937
817	0.249151726
818	0.2488378726
819	0.248767732
820	0.2486090986
821	0.2484711692
822	0.2482820734
823	0.2481545588
824	0.2478318651
825	0.2476591624
826	0.2475024339
827	0.2473562277
828	0.2472684549
829	0.2470274452
830	0.24692046
831	0.2468934748
832	0.2468092205
833	0.246495639
834	0.2462936129
835	0.246240893
836	0.2460325984
837	0.2458611832
838	0.2457019122
839	0.2456157504
840	0.2455199279
841	0.2452412635
842	0.2450305338
843	0.2447320371
844	0.2445083771
845	0.2444546482
846	0.2442330198
847	0.2441682058
848	0.2439226011
849	0.2437359027
850	0.2436056102
851	0.2434233637
852	0.243197103
853	0.2429899796
854	0.2428278158
855	0.2425479631
856	0.2423670135
857	0.2421710371
858	0.2420373
859	0.2419028055
860	0.2418056596
861	0.2417010594
862	0.2415881182
863	0.2414028481
864	0.2411188709
865	0.2409290587
866	0.240818179
867	0.2406642702
868	0.2405397733
869	0.2402411105
870	0.2401907787
871	0.2399146954
872	0.2397630296
873	0.2396263139
874	0.2393782654
875	0.2390655037
876	0.238865697
877	0.2387173135
878	0.2384822126
879	0.2383914286
880	0.2382033633
881	0.2381342744
882	0.2378978191
883	0.2377904714
884	0.2376104888
885	0.2374488377
886	0.2372240303
887	0.2370766703
888	0.2369003471
889	0.2367907428
890	0.2365592411
891	0.2363583467
892	0.2360163013
893	0.2358987059
894	0.2355676799
895	0.2354842106
896	0.2353541991
897	0.2352980261
898	0.2349985793
899	0.2349572259
900	0.2346906761
901	0.2345866951
902	0.234343547
903	0.2340336072
904	0.2339277976
905	0.2335930307
906	0.2333064805
907	0.2332316607
908	0.2328571641
909	0.2326385635
910	0.232564949
911	0.2324358844
912	0.23222878
913	0.2318405744
914	0.2317264054
915	0.2314946313
916	0.2312080822
917	0.2309888953
918	0.2308877134
919	0.2308542086
920	0.2307674664
921	0.2304920509
922	0.2303375609
923	0.2302059331
924	0.2300484838
925	0.2299148964
926	0.2296879303
927	0.2294070739
928	0.2293131692
929	0.2291977479
930	0.2289144417
931	0.2288147744
932	0.2287470857
933	0.2285506443
934	0.228401741
935	0.2281822006
936	0.2280565115
937	0.2279026292
938	0.227629985
939	0.227493772
940	0.2271714322
941	0.2268766372
942	0.226758199
943	0.2266737075
944	0.2265109539
945	0.2263663521
946	0.2261318718
947	0.225978579
948	0.2258069237
949	0.2257906078
950	0.2256673182
951	0.2254760775
952	0.2254089734
953	0.2252882486
954	0.2250912786
955	0.2248738518
956	0.2247094579
957	0.2245026422
958	0.2243539017
959	0.2241452877
960	0.2239900833
961	0.2237822356
962	0.2235515436
963	0.2233636964
964	0.2232792278
965	0.2231232898
966	0.2229591392
967	0.2228355535
968	0.2226472801
969	0.2225583962
970	0.2224218635
971	0.222231231
972	0.2220784004
973	0.2219610793
974	0.2217680747
975	0.2216155657
976	0.2214547861
977	0.221365784
978	0.2212306094
979	0.2210357135
980	0.2208999265
981	0.2208191033
982	0.2205702874
983	0.2204938109
984	0.2203524454
985	0.2201082912
986	0.2199652529
987	0.2196324976
988	0.2195125659
989	0.2193056396
990	0.2190995241
991	0.2190294909
992	0.2188541182
993	0.2187519674
994	0.2186309333
995	0.2185440576
996	0.2183863796
997	0.2182943952
998	0.2181785232
999	0.2179689109
